date,station_id,actual_snow_mm,actual_category,forecast_probability,ensemble_score,regional_score,global_score,event_type,lead_time,primary_driver,forecast_hit
2020-04-12,phelps_wi,5.46,trace,70,0.5628,0.8039999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2002-12-23,eagle_river_wi,7.0,trace,70,0.5331867504283266,0.711764705882353,0.11650485436893203,ALBERTA CLIPPER,12-48 hours,Regional,True
2021-01-16,eagle_river_wi,11.200000000000001,trace,70,0.504,0.72,0.0,LAKE EFFECT,12-48 hours,Regional,True
2001-01-14,eagle_river_wi,32.9,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2003-10-01,eagle_river_wi,15.4,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2008-11-15,eagle_river_wi,12.6,trace,70,0.47541666666666665,0.6791666666666667,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2007-04-04,eagle_river_wi,50.4,major,70,0.5804379562043793,0.8291970802919706,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2003-12-10,phelps_wi,9.52,trace,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2003-04-16,eagle_river_wi,7.7,trace,70,0.5091201456310679,0.6794642857142856,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2000-12-06,eagle_river_wi,7.0,trace,55,0.32999999999999996,0.4714285714285714,0.0,LAKE EFFECT,12-48 hours,Regional,True
2011-12-25,eagle_river_wi,10.5,trace,40,0.2434951456310679,0.29999999999999993,0.11165048543689321,QUIET,12-48 hours,Regional,True
2014-11-11,phelps_wi,11.76,trace,70,0.5454951456310679,0.7314285714285714,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2011-01-22,eagle_river_wi,6.3,trace,55,0.2975,0.42500000000000004,0.0,QUIET,12-48 hours,Regional,True
2006-01-29,phelps_wi,7.49,trace,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2024-11-25,eagle_river_wi,37.8,significant,70,0.5645296283896887,0.7586206896551725,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2022-12-15,phelps_wi,16.45,trace,85,0.6301047037915728,0.8522993688007213,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2012-11-06,eagle_river_wi,18.9,trace,70,0.5366666666666666,0.7666666666666666,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2020-04-04,eagle_river_wi,11.200000000000001,trace,85,0.6155172413793103,0.8793103448275862,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2004-02-20,eagle_river_wi,91.7,major,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-03-07,eagle_river_wi,6.3,trace,85,0.7184466019417475,0.9285714285714285,0.22815533980582528,ALBERTA CLIPPER,12-48 hours,Regional,True
2004-01-21,eagle_river_wi,18.9,trace,70,0.4341848008034817,0.5724137931034482,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2007-04-03,eagle_river_wi,36.4,significant,70,0.5804379562043793,0.8291970802919706,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2017-12-13,phelps_wi,5.6,trace,85,0.7334951456310679,1.0,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2004-03-05,eagle_river_wi,149.1,extreme,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2018-04-04,eagle_river_wi,25.2,significant,70,0.43949514563106795,0.58,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2019-02-21,eagle_river_wi,16.1,trace,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2012-01-07,eagle_river_wi,9.1,trace,70,0.531730439748715,0.711764705882353,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2011-01-27,eagle_river_wi,7.0,trace,85,0.6499999999999999,0.9285714285714285,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2025-04-15,eagle_river_wi,9.1,trace,70,0.45043478260869557,0.6434782608695652,0.0,LAKE EFFECT,12-48 hours,Regional,True
2003-12-29,eagle_river_wi,6.3,trace,70,0.4141666666666666,0.5916666666666667,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2021-01-18,eagle_river_wi,7.7,trace,55,0.36599514563106794,0.475,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2023-04-29,eagle_river_wi,23.1,significant,70,0.5382792665726374,0.7689703808180534,0.0,LAKE EFFECT,12-48 hours,Regional,True
2010-02-28,eagle_river_wi,11.899999999999999,trace,55,0.3230769230769231,0.46153846153846156,0.0,QUIET,12-48 hours,Regional,True
2008-02-02,eagle_river_wi,14.7,trace,55,0.27999999999999997,0.4,0.0,QUIET,12-48 hours,Regional,True
2017-11-11,eagle_river_wi,35.0,significant,70,0.48199999999999993,0.6885714285714285,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-04-19,eagle_river_wi,58.099999999999994,major,70,0.5211988716502115,0.7445698166431594,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-02-25,phelps_wi,7.35,trace,70,0.4198737601442741,0.599819657348963,0.0,LAKE EFFECT,12-48 hours,Regional,True
2021-11-21,eagle_river_wi,9.1,trace,55,0.33249999999999996,0.475,0.0,QUIET,12-48 hours,Regional,True
2000-12-08,eagle_river_wi,5.6000000000000005,trace,55,0.32999999999999996,0.4714285714285714,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-11-11,eagle_river_wi,19.6,trace,55,0.29418480080348175,0.37241379310344824,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2002-10-21,phelps_wi,5.81,trace,70,0.4759999999999999,0.6799999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2019-01-01,eagle_river_wi,8.4,trace,70,0.48999999999999994,0.7,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-11-07,eagle_river_wi,6.3,trace,70,0.5366666666666666,0.7666666666666667,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-11-06,eagle_river_wi,84.0,major,55,0.3905263157894736,0.5578947368421052,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-01-30,eagle_river_wi,21.7,significant,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-01-27,eagle_river_wi,11.899999999999999,trace,70,0.4459999999999999,0.637142857142857,0.0,LAKE EFFECT,12-48 hours,Regional,True
2016-04-06,phelps_wi,7.07,trace,70,0.5587376014427411,0.7981965734896302,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2010-11-21,eagle_river_wi,9.1,trace,70,0.4606484303026008,0.6102189781021897,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2009-02-02,eagle_river_wi,14.7,trace,55,0.2968965517241379,0.4241379310344828,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-12-03,eagle_river_wi,15.4,trace,55,0.2975,0.42500000000000004,0.0,QUIET,12-48 hours,Regional,True
2007-04-04,phelps_wi,5.32,trace,70,0.5804379562043793,0.8291970802919706,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2004-12-22,eagle_river_wi,9.1,trace,85,0.6019362322393129,0.7621280432822363,0.22815533980582528,LAKE EFFECT,12-48 hours,Regional,True
2002-01-12,eagle_river_wi,18.2,trace,55,0.3108,0.44400000000000006,0.0,LAKE EFFECT,12-48 hours,Regional,True
2019-11-30,eagle_river_wi,32.9,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2021-01-17,eagle_river_wi,5.6000000000000005,trace,70,0.5374951456310679,0.72,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2017-02-24,eagle_river_wi,43.4,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2003-03-21,phelps_wi,7.35,trace,55,0.3389473684210526,0.4842105263157895,0.0,QUIET,12-48 hours,Regional,True
2019-11-17,eagle_river_wi,20.299999999999997,significant,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2009-10-22,eagle_river_wi,11.899999999999999,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2019-11-04,eagle_river_wi,13.3,trace,55,0.27125,0.3875,0.0,LAKE EFFECT,12-48 hours,Regional,True
2020-04-20,eagle_river_wi,7.0,trace,10,0.0,0.0,0.0,QUIET,N/A,None,False
2024-03-25,eagle_river_wi,112.69999999999999,extreme,70,0.4482777276825969,0.6403967538322813,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-01-03,eagle_river_wi,5.6000000000000005,trace,85,0.7334951456310679,1.0,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2010-11-14,eagle_river_wi,18.9,trace,55,0.37123237190844016,0.4824817518248174,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2022-03-14,eagle_river_wi,5.6000000000000005,trace,40,0.21000000000000002,0.30000000000000004,0.0,QUIET,12-48 hours,Regional,True
2003-02-02,eagle_river_wi,6.3,trace,70,0.5724466019417476,0.72,0.22815533980582528,LAKE EFFECT,12-48 hours,Regional,True
2005-11-18,eagle_river_wi,7.0,trace,70,0.5524256086564472,0.7891794409377818,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2013-02-14,eagle_river_wi,11.899999999999999,trace,55,0.3696,0.528,0.0,REGIONAL SYSTEM,12-48 hours,Regional,True
2004-04-25,eagle_river_wi,5.6000000000000005,trace,55,0.33249999999999996,0.475,0.0,QUIET,12-48 hours,Regional,True
2016-03-05,eagle_river_wi,22.400000000000002,significant,70,0.4389514563106795,0.5771428571428571,0.11650485436893203,LAKE EFFECT,12-48 hours,Regional,True
2023-02-21,eagle_river_wi,17.5,trace,85,0.6199999999999999,0.8857142857142856,0.0,LAKE EFFECT,12-48 hours,Regional,True
2000-04-16,eagle_river_wi,28.700000000000003,significant,70,0.523157894736842,0.7473684210526316,0.0,LAKE EFFECT,12-48 hours,Regional,True
2008-04-12,eagle_river_wi,86.8,major,85,0.6000143540129071,0.8093131548311989,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2001-02-08,eagle_river_wi,34.300000000000004,significant,85,0.7334951456310679,1.0,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2023-02-23,eagle_river_wi,98.69999999999999,major,85,0.6199999999999999,0.8857142857142856,0.0,LAKE EFFECT,12-48 hours,Regional,True
2001-01-05,eagle_river_wi,14.7,trace,55,0.384,0.5485714285714286,0.0,LAKE EFFECT,12-48 hours,Regional,True
2019-11-27,eagle_river_wi,157.5,extreme,85,0.616,0.88,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2010-05-08,phelps_wi,7.63,trace,85,0.6327999999999999,0.9039999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2015-03-25,eagle_river_wi,45.5,significant,85,0.644,0.92,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2014-02-14,eagle_river_wi,6.3,trace,70,0.592232747073809,0.7981965734896302,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2023-03-31,phelps_wi,9.17,trace,85,0.6550951456310679,0.8879999999999999,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2009-10-23,eagle_river_wi,51.1,major,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2019-12-15,eagle_river_wi,6.3,trace,70,0.5524606628724472,0.7413793103448276,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2008-03-31,phelps_wi,7.21,trace,70,0.572,0.8171428571428571,0.0,LAKE EFFECT,12-48 hours,Regional,True
2016-02-07,eagle_river_wi,20.299999999999997,significant,70,0.5164888336382816,0.6899909828674481,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2018-01-23,eagle_river_wi,62.300000000000004,major,85,0.6297902912621359,0.8039999999999999,0.22330097087378642,LAKE EFFECT,12-48 hours,Regional,True
2024-12-19,eagle_river_wi,10.5,trace,70,0.5059999999999999,0.7228571428571428,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2008-11-12,eagle_river_wi,25.9,significant,70,0.49724137931034484,0.710344827586207,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2011-03-04,eagle_river_wi,7.0,trace,70,0.45349514563106796,0.6,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2000-11-22,eagle_river_wi,5.6000000000000005,trace,70,0.4721618122977346,0.6266666666666666,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2000-12-20,eagle_river_wi,9.1,trace,70,0.5669847759286333,0.7621280432822363,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2000-03-27,eagle_river_wi,42.699999999999996,significant,55,0.3705805243445692,0.5294007490636703,0.0,LAKE EFFECT,12-48 hours,Regional,True
2024-01-09,eagle_river_wi,16.1,trace,85,0.7334951456310679,1.0,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2006-03-13,eagle_river_wi,152.6,extreme,85,0.6494951456310679,0.88,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2001-12-24,eagle_river_wi,18.9,trace,70,0.40599999999999997,0.58,0.0,LAKE EFFECT,12-48 hours,Regional,True
2005-11-24,eagle_river_wi,21.7,significant,85,0.6439999999999999,0.9199999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2016-01-07,eagle_river_wi,13.3,trace,70,0.5878951456310679,0.792,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2006-12-05,eagle_river_wi,11.200000000000001,trace,55,0.25199999999999995,0.35999999999999993,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-04-15,phelps_wi,13.51,trace,70,0.5665192083818392,0.8093131548311989,0.0,LAKE EFFECT,12-48 hours,Regional,True
2007-04-11,eagle_river_wi,9.8,trace,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-02-20,phelps_wi,9.87,trace,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2012-01-23,eagle_river_wi,31.5,significant,70,0.4198737601442741,0.599819657348963,0.0,LAKE EFFECT,12-48 hours,Regional,True
2010-12-22,eagle_river_wi,17.5,trace,85,0.6534951456310678,0.8857142857142856,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2016-12-23,eagle_river_wi,9.1,trace,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-03-22,eagle_river_wi,17.5,trace,85,0.6263157894736842,0.8947368421052632,0.0,LAKE EFFECT,12-48 hours,Regional,True
2024-11-28,eagle_river_wi,9.1,trace,70,0.446551724137931,0.6379310344827586,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-02-01,eagle_river_wi,56.0,major,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-10-17,eagle_river_wi,58.8,major,55,0.3471999999999999,0.4959999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2001-02-09,eagle_river_wi,53.9,major,85,0.7334951456310679,1.0,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2003-12-17,eagle_river_wi,15.4,trace,70,0.5303336339044183,0.7576194770063119,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2020-01-09,eagle_river_wi,8.4,trace,55,0.38599999999999995,0.5514285714285714,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2019-11-13,eagle_river_wi,16.1,trace,55,0.36599999999999994,0.5228571428571428,0.0,LAKE EFFECT,12-48 hours,Regional,True
2012-02-02,eagle_river_wi,7.7,trace,70,0.47541666666666665,0.6791666666666667,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2013-12-20,eagle_river_wi,19.6,trace,55,0.36599999999999994,0.5228571428571428,0.0,LAKE EFFECT,12-48 hours,Regional,True
2007-02-25,phelps_wi,7.21,trace,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2002-02-26,eagle_river_wi,7.0,trace,70,0.5454951456310679,0.7314285714285714,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2001-01-24,eagle_river_wi,9.8,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2000-02-15,eagle_river_wi,63.0,major,85,0.7334951456310679,1.0,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2020-04-12,eagle_river_wi,58.099999999999994,major,70,0.5628,0.8039999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-11-24,eagle_river_wi,32.9,significant,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-11-17,eagle_river_wi,8.4,trace,70,0.48614968440036066,0.6944995491433724,0.0,LAKE EFFECT,12-48 hours,Regional,True
2024-02-15,eagle_river_wi,44.1,significant,70,0.46499999999999997,0.6642857142857143,0.0,LAKE EFFECT,12-48 hours,Regional,True
2023-01-27,eagle_river_wi,20.299999999999997,significant,70,0.526,0.7514285714285714,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2013-11-09,eagle_river_wi,33.6,significant,55,0.36177100770003345,0.4689655172413793,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2010-02-10,eagle_river_wi,7.0,trace,70,0.4974951456310679,0.6628571428571428,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2007-03-02,eagle_river_wi,102.89999999999999,extreme,85,0.6301047037915728,0.8522993688007213,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2016-04-13,eagle_river_wi,27.3,significant,55,0.36000000000000004,0.5142857142857143,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-03-15,eagle_river_wi,9.1,trace,55,0.2975,0.42500000000000004,0.0,QUIET,12-48 hours,Regional,True
2009-01-23,eagle_river_wi,8.4,trace,40,0.24349514563106794,0.3,0.11165048543689321,QUIET,12-48 hours,Regional,True
2004-12-13,eagle_river_wi,39.900000000000006,significant,70,0.40882777276825966,0.5840396753832281,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-03-30,eagle_river_wi,9.8,trace,85,0.6215999999999999,0.8879999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-04-14,eagle_river_wi,46.900000000000006,significant,70,0.5775827368719436,0.7772679874869654,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2007-03-19,eagle_river_wi,25.2,significant,85,0.6599999999999999,0.9428571428571428,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2016-02-03,eagle_river_wi,61.6,major,70,0.504,0.72,0.0,LAKE EFFECT,12-48 hours,Regional,True
2016-02-08,eagle_river_wi,16.1,trace,70,0.5164888336382816,0.6899909828674481,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2017-01-10,phelps_wi,11.27,trace,70,0.48614968440036066,0.6944995491433724,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-02-23,eagle_river_wi,41.3,significant,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2007-11-15,eagle_river_wi,23.1,significant,40,0.24349514563106794,0.3,0.11165048543689321,QUIET,12-48 hours,Regional,True
2005-12-30,eagle_river_wi,32.9,significant,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-02-06,eagle_river_wi,9.8,trace,70,0.5814951456310679,0.7828571428571428,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2022-02-22,eagle_river_wi,59.5,major,70,0.5587376014427411,0.7981965734896302,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2007-12-26,eagle_river_wi,51.1,major,55,0.38599999999999995,0.5514285714285714,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-01-05,phelps_wi,6.58,trace,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2000-11-20,eagle_river_wi,18.9,trace,70,0.5354951456310678,0.7171428571428571,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2018-01-15,eagle_river_wi,26.6,significant,55,0.36000000000000004,0.5142857142857143,0.0,LAKE EFFECT,12-48 hours,Regional,True
2021-12-09,eagle_river_wi,15.4,trace,70,0.44232291839932764,0.5840396753832281,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2005-04-27,eagle_river_wi,11.200000000000001,trace,55,0.26068965517241377,0.37241379310344824,0.0,LAKE EFFECT,12-48 hours,Regional,True
2016-12-11,eagle_river_wi,25.9,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2001-10-26,eagle_river_wi,81.89999999999999,major,55,0.37605839416058384,0.5372262773722627,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2001-11-28,eagle_river_wi,21.0,significant,70,0.5310344827586208,0.7586206896551725,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-12-20,phelps_wi,5.74,trace,70,0.5334896302975654,0.7621280432822363,0.0,LAKE EFFECT,12-48 hours,Regional,True
2017-12-28,eagle_river_wi,5.6000000000000005,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2002-11-14,eagle_river_wi,6.3,trace,55,0.36599514563106794,0.475,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2003-12-09,eagle_river_wi,49.0,significant,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2017-01-30,eagle_river_wi,9.1,trace,55,0.38599999999999995,0.5514285714285714,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-12-23,phelps_wi,10.08,trace,70,0.48439999999999994,0.692,0.0,LAKE EFFECT,12-48 hours,Regional,True
2012-01-17,eagle_river_wi,17.5,trace,55,0.37749999999999995,0.5392857142857143,0.0,LAKE EFFECT,12-48 hours,Regional,True
2002-01-31,eagle_river_wi,13.3,trace,70,0.5962951456310679,0.8039999999999999,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2025-02-28,eagle_river_wi,10.5,trace,55,0.3705805243445692,0.5294007490636703,0.0,LAKE EFFECT,12-48 hours,Regional,True
2005-12-31,eagle_river_wi,39.2,significant,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2020-10-23,eagle_river_wi,59.5,major,70,0.45137931034482753,0.6448275862068965,0.0,LAKE EFFECT,12-48 hours,Regional,True
2008-01-29,eagle_river_wi,13.3,trace,70,0.46199999999999997,0.66,0.0,LAKE EFFECT,12-48 hours,Regional,True
2019-02-10,eagle_river_wi,20.299999999999997,significant,85,0.6439999999999999,0.9199999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2018-02-03,eagle_river_wi,32.9,significant,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2020-10-25,eagle_river_wi,14.7,trace,70,0.48439999999999994,0.692,0.0,LAKE EFFECT,12-48 hours,Regional,True
2010-12-11,phelps_wi,6.37,trace,85,0.6534951456310678,0.8857142857142856,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2000-04-20,eagle_river_wi,58.8,major,55,0.3389473684210526,0.4842105263157895,0.0,QUIET,12-48 hours,Regional,True
2015-01-18,eagle_river_wi,15.4,trace,40,0.2483211678832116,0.3547445255474452,0.0,LAKE EFFECT,12-48 hours,Regional,True
2007-03-07,eagle_river_wi,7.7,trace,70,0.4889902912621359,0.6028571428571429,0.22330097087378642,LAKE EFFECT,12-48 hours,Regional,True
2005-12-01,eagle_river_wi,11.899999999999999,trace,70,0.49839999999999995,0.712,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-01-05,eagle_river_wi,12.6,trace,55,0.3806951456310679,0.4959999999999999,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2023-01-11,eagle_river_wi,6.3,trace,55,0.3905263157894736,0.5578947368421052,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-10-29,eagle_river_wi,6.3,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2024-11-21,eagle_river_wi,30.099999999999998,significant,70,0.424,0.6057142857142858,0.0,REGIONAL SYSTEM,12-48 hours,Regional,True
2005-02-20,eagle_river_wi,30.8,significant,85,0.6199999999999999,0.8857142857142856,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-01-30,eagle_river_wi,48.3,significant,70,0.5962951456310679,0.8039999999999999,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2019-12-30,eagle_river_wi,63.7,major,70,0.577799819657349,0.8254283137962128,0.0,LAKE EFFECT,12-48 hours,Regional,True
2002-04-27,eagle_river_wi,21.0,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2021-12-05,phelps_wi,6.02,trace,70,0.5196448300314286,0.6944995491433724,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2018-03-31,phelps_wi,5.88,trace,85,0.6215999999999999,0.8879999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-02-23,eagle_river_wi,11.200000000000001,trace,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-02-23,eagle_river_wi,9.1,trace,70,0.5094951456310679,0.6799999999999999,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2003-11-19,eagle_river_wi,6.3,trace,10,0.0,0.0,0.0,QUIET,N/A,None,False
2019-02-12,eagle_river_wi,93.80000000000001,major,85,0.6199999999999999,0.8857142857142856,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-12-04,eagle_river_wi,32.2,significant,70,0.49599999999999983,0.7085714285714284,0.0,LAKE EFFECT,12-48 hours,Regional,True
2011-01-15,eagle_river_wi,32.2,significant,70,0.5094951456310678,0.6799999999999998,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2024-03-17,eagle_river_wi,9.8,trace,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2006-02-04,eagle_river_wi,9.8,trace,70,0.512,0.7314285714285714,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-02-20,eagle_river_wi,6.3,trace,70,0.5638287795354863,0.7576194770063119,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2014-01-04,eagle_river_wi,40.599999999999994,significant,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2019-11-09,eagle_river_wi,5.6000000000000005,trace,55,0.3679999999999999,0.5257142857142856,0.0,LAKE EFFECT,12-48 hours,Regional,True
2000-12-29,eagle_river_wi,12.6,trace,70,0.4082847896440129,0.5333333333333333,0.11650485436893203,REGIONAL SYSTEM,12-48 hours,Regional,True
2022-01-06,eagle_river_wi,8.4,trace,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2024-04-04,eagle_river_wi,8.4,trace,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2014-12-23,eagle_river_wi,63.7,major,85,0.6284466019417475,0.7999999999999999,0.22815533980582528,LAKE EFFECT,12-48 hours,Regional,True
2014-12-26,eagle_river_wi,8.4,trace,70,0.5310344827586208,0.7586206896551725,0.0,LAKE EFFECT,12-48 hours,Regional,True
2015-12-16,eagle_river_wi,33.6,significant,70,0.5165693430656932,0.7379562043795619,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2010-05-08,eagle_river_wi,69.3,major,85,0.6327999999999999,0.9039999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2025-02-15,eagle_river_wi,32.2,significant,85,0.6215999999999999,0.8879999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2003-03-02,eagle_river_wi,11.899999999999999,trace,40,0.20999999999999994,0.29999999999999993,0.0,QUIET,12-48 hours,Regional,True
