date,station_id,actual_snow_mm,actual_category,forecast_probability,ensemble_score,regional_score,global_score,event_type,lead_time,primary_driver,forecast_hit
2002-11-19,eagle_river_wi,7.0,trace,55,0.340995145631068,0.43928571428571433,0.11165048543689321,QUIET,12-48 hours,Regional,True
2000-03-09,phelps_wi,7.49,trace,70,0.504,0.72,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-02-19,eagle_river_wi,7.0,trace,70,0.4214517583408475,0.6020739404869251,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2018-01-11,phelps_wi,5.81,trace,70,0.4956176735798016,0.7080252479711452,0.0,LAKE EFFECT,12-48 hours,Regional,True
2005-11-23,eagle_river_wi,33.6,significant,85,0.6439999999999999,0.9199999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2017-10-28,eagle_river_wi,25.2,significant,70,0.5037649880095922,0.7196642685851318,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2015-03-03,eagle_river_wi,31.5,significant,85,0.7,1.0,0.0,LAKE EFFECT,12-48 hours,Regional,True
2010-11-27,eagle_river_wi,7.7,trace,70,0.5804379562043793,0.8291970802919706,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2000-12-22,eagle_river_wi,8.4,trace,70,0.45774571686203785,0.6539224526600541,0.0,LAKE EFFECT,12-48 hours,Regional,True
2021-02-21,eagle_river_wi,7.0,trace,70,0.42839999999999995,0.612,0.0,LAKE EFFECT,12-48 hours,Regional,True
2004-02-21,eagle_river_wi,6.3,trace,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2020-02-18,eagle_river_wi,33.6,significant,70,0.5374951456310679,0.72,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2015-01-26,eagle_river_wi,20.299999999999997,significant,55,0.282,0.40285714285714286,0.0,LAKE EFFECT,12-48 hours,Regional,True
2019-01-22,eagle_river_wi,23.1,significant,70,0.5199999999999999,0.7428571428571428,0.0,LAKE EFFECT,12-48 hours,Regional,True
2023-04-04,phelps_wi,7.84,trace,85,0.6139331018354472,0.8291970802919706,0.11165048543689321,ALBERTA CLIPPER,12-48 hours,Regional,True
2004-03-06,eagle_river_wi,6.3,trace,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2019-10-12,eagle_river_wi,7.0,trace,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2012-10-11,eagle_river_wi,11.200000000000001,trace,55,0.2768181818181818,0.39545454545454545,0.0,QUIET,12-48 hours,Regional,True
2006-02-10,eagle_river_wi,8.4,trace,55,0.27391304347826084,0.391304347826087,0.0,QUIET,12-48 hours,Regional,True
2023-02-07,eagle_river_wi,8.4,trace,55,0.25199999999999995,0.35999999999999993,0.0,LAKE EFFECT,12-48 hours,Regional,True
2000-11-12,eagle_river_wi,12.6,trace,55,0.3786675594241714,0.49310344827586206,0.11165048543689321,LAKE EFFECT,12-48 hours,Regional,True
2013-03-12,eagle_river_wi,9.1,trace,70,0.5824,0.8320000000000001,0.0,LAKE EFFECT,12-48 hours,Regional,True
2022-04-03,eagle_river_wi,9.8,trace,70,0.5628,0.8039999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2011-12-21,eagle_river_wi,7.0,trace,55,0.2769902912621359,0.3,0.22330097087378642,QUIET,12-48 hours,Regional,True
2022-03-13,eagle_river_wi,15.4,trace,40,0.21,0.3,0.0,QUIET,12-48 hours,Regional,True
2022-11-16,eagle_river_wi,7.7,trace,70,0.48614968440036066,0.6944995491433724,0.0,LAKE EFFECT,12-48 hours,Regional,True
2017-01-10,eagle_river_wi,116.19999999999999,extreme,70,0.48614968440036066,0.6944995491433724,0.0,LAKE EFFECT,12-48 hours,Regional,True
2009-04-21,eagle_river_wi,84.0,major,70,0.5665192083818392,0.8093131548311989,0.0,LAKE EFFECT,12-48 hours,Regional,True
2020-01-14,eagle_river_wi,25.9,significant,70,0.47599999999999987,0.6799999999999998,0.0,LAKE EFFECT,12-48 hours,Regional,True
2012-02-29,eagle_river_wi,154.70000000000002,extreme,70,0.5599999999999999,0.7999999999999999,0.0,LAKE EFFECT,12-48 hours,Regional,True
2013-03-19,eagle_river_wi,26.6,significant,85,0.7,1.0,0.0,ALBERTA CLIPPER,12-48 hours,Regional,True
2003-01-31,eagle_river_wi,7.0,trace,55,0.36399999999999993,0.5199999999999999,0.0,REGIONAL SYSTEM,12-48 hours,Regional,True
